날짜,시간,시간별단가,1호기(와트시)(1_3호),2호기(와트시)(4_6호),3호기(와트시)(7_10호),합계(와트시),합계(킬로와트시),호수위(ELm),해수위(ELm),일시,평균강수량(mm),낙차
2024-01-01,01:00,93.56,0.0,0.0,0.0,0.0,0.0,-1.52,-2.37,2024-01-01 01:00:00,0.0,-0.8500000000000001
2024-01-01,02:00,89.13,0.0,0.0,0.0,0.0,0.0,-2.24,-3.27,2024-01-01 02:00:00,0.0,-1.0299999999999998
2024-01-01,03:00,80.28,0.0,0.0,0.0,0.0,0.0,-2.62,-3.19,2024-01-01 03:00:00,0.0,-0.5699999999999998
2024-01-01,04:00,80.28,0.0,0.0,0.0,0.0,0.0,-2.57,-1.14,2024-01-01 04:00:00,0.0,1.43
2024-01-01,05:00,80.28,0.0,0.0,0.0,0.0,0.0,-2.55,0.2,2024-01-01 05:00:00,0.0,2.75
2024-01-01,06:00,80.28,38277709.61,31424756.94,17028743.05,86731209.6,86731.21,-2.04,2.09,2024-01-01 06:00:00,0.0,4.13
2024-01-01,07:00,80.28,48940394.94,55296382.69,25489739.04,129726516.67,129726.52,-2.02,3.12,2024-01-01 07:00:00,0.0,5.140000000000001
2024-01-01,08:00,89.13,59211619.21,52665484.25,24943991.44,136821094.9,136821.09,-1.81,3.16,2024-01-01 08:00:00,0.0,4.970000000000001
2024-01-01,09:00,90.5,45723910.22,49419801.35,20816437.13,115960148.7,115960.15,-1.3,2.02,2024-01-01 09:00:00,0.0,3.3200000000000003
2024-01-01,10:00,90.5,22064715.63,18256432.89,10469924.66,50791073.18,50791.07,-1.46,0.83,2024-01-01 10:00:00,0.0,2.29
2024-01-01,11:00,90.49,0.0,0.0,0.0,0.0,0.0,-0.97,-1.14,2024-01-01 11:00:00,0.0,-0.16999999999999993
2024-01-01,12:00,86.68,0.0,0.0,0.0,0.0,0.0,-1.06,-1.83,2024-01-01 12:00:00,0.0,-0.77
2024-01-01,13:00,86.5,0.0,0.0,0.0,0.0,0.0,-1.81,-2.66,2024-01-01 13:00:00,0.0,-0.8500000000000001
2024-01-01,14:00,86.58,0.0,0.0,0.0,0.0,0.0,-2.59,-3.13,2024-01-01 14:00:00,0.0,-0.54
2024-01-01,15:00,89.62,0.0,0.0,0.0,0.0,0.0,-2.84,-2.58,2024-01-01 15:00:00,0.0,0.2599999999999998
2024-01-01,16:00,114.99,0.0,0.0,0.0,0.0,0.0,-2.78,-1.54,2024-01-01 16:00:00,0.0,1.2399999999999998
2024-01-01,17:00,114.99,0.0,0.0,0.0,0.0,0.0,-2.74,-0.61,2024-01-01 17:00:00,0.0,2.1300000000000003
2024-01-01,18:00,114.99,41202867.5,43117933.4,17724656.9,102045457.8,102045.46,-2.66,0.53,2024-01-01 18:00:00,0.0,3.1900000000000004
2024-01-01,19:00,114.99,78026044.78,77891044.43,34585776.18,190502865.39,190502.87,-2.33,1.76,2024-01-01 19:00:00,0.0,4.09
2024-01-01,20:00,120.77,82515072.51,88350502.02,37818989.51,208684564.04,208684.56,-2.29,2.39,2024-01-01 20:00:00,0.0,4.68
2024-01-01,21:00,117.9,62405077.75,77228143.59,28609443.8,168242665.14,168242.67,-1.39,1.91,2024-01-01 21:00:00,0.0,3.3
2024-01-01,22:00,93.56,55888229.35,46958450.74,24152397.83,126999077.92,126999.08,-1.11,1.19,2024-01-01 22:00:00,0.0,2.3
2024-01-01,23:00,93.56,12584135.3,11095334.72,4605609.87,28285079.89,28285.08,-0.94,-0.23,2024-01-01 23:00:00,0.0,0.71
2024-01-02,01:00,93.56,0.0,0.0,0.0,0.0,0.0,-1.06,-1.11,2024-01-02 01:00:00,0.0,-0.050000000000000044
2024-01-02,02:00,80.09,0.0,0.0,0.0,0.0,0.0,-1.78,-1.87,2024-01-02 02:00:00,0.0,-0.09000000000000008
2024-01-02,03:00,77.53,0.0,0.0,0.0,0.0,0.0,-2.18,-1.37,2024-01-02 03:00:00,0.0,0.81
2024-01-02,04:00,77.53,0.0,0.0,0.0,0.0,0.0,-2.29,-0.92,2024-01-02 04:00:00,0.0,1.37
2024-01-02,05:00,77.53,0.0,0.0,0.0,0.0,0.0,-2.21,0.13,2024-01-02 05:00:00,0.0,2.34
2024-01-02,06:00,122.99,0.0,0.0,0.0,0.0,0.0,-2.46,1.26,2024-01-02 06:00:00,0.0,3.7199999999999998
2024-01-02,07:00,122.99,33660253.43,34407807.71,16943366.84,85011427.98,85011.43,-1.97,3.15,2024-01-02 07:00:00,0.0,5.12
2024-01-02,08:00,151.34,56265849.35,52836809.28,21548823.47,130651482.1,130651.48,-1.86,3.13,2024-01-02 08:00:00,0.0,4.99
2024-01-02,09:00,151.34,50803794.18,52366614.63,20001510.1,123171918.91,123171.92,-1.51,1.79,2024-01-02 09:00:00,0.0,3.3
2024-01-02,10:00,151.34,29102714.37,22490452.54,12260967.87,63854134.78,63854.13,-0.92,1.92,2024-01-02 10:00:00,0.0,2.84
2024-01-02,11:00,151.34,0.0,0.0,0.0,0.0,0.0,-1.18,0.3,2024-01-02 11:00:00,0.0,1.48
2024-01-02,12:00,188.25,0.0,0.0,0.0,0.0,0.0,-0.85,-1.64,2024-01-02 12:00:00,0.0,-0.7899999999999999
2024-01-02,13:00,190.83,0.0,0.0,0.0,0.0,0.0,-1.47,-1.25,2024-01-02 13:00:00,0.0,0.21999999999999997
2024-01-02,14:00,170.69,0.0,0.0,0.0,0.0,0.0,-2.45,-2.02,2024-01-02 14:00:00,0.0,0.43000000000000016
2024-01-02,15:00,170.69,0.0,0.0,0.0,0.0,0.0,-2.42,-2.78,2024-01-02 15:00:00,0.0,-0.3599999999999999
2024-01-02,16:00,170.69,0.0,0.0,0.0,0.0,0.0,-2.7,-2.18,2024-01-02 16:00:00,0.0,0.52
2024-01-02,17:00,170.69,0.0,0.0,0.0,0.0,0.0,-2.68,-1.13,2024-01-02 17:00:00,0.0,1.5500000000000003
2024-01-02,18:00,170.69,0.0,0.0,0.0,0.0,0.0,-2.59,-0.37,2024-01-02 18:00:00,0.0,2.2199999999999998
2024-01-02,19:00,166.63,48073039.3,42068441.31,20177378.67,110318859.28,110318.86,-2.22,0.87,2024-01-02 19:00:00,0.0,3.0900000000000003
2024-01-02,20:00,159.69,70974880.21,58930624.71,26754894.72,156660399.64,156660.4,-2.02,1.53,2024-01-02 20:00:00,0.0,3.55
2024-01-02,21:00,159.69,60962615.07,58656125.56,33449724.32,153068464.95,153068.46,-1.6,1.82,2024-01-02 21:00:00,0.0,3.42
2024-01-02,22:00,150.74,49832196.81,47338788.43,28856209.4,126027194.64,126027.19,-1.3,1.21,2024-01-02 22:00:00,0.0,2.51
2024-01-02,23:00,141.3,27484385.97,27556543.08,11984201.69,67025130.74,67025.13,-1.05,1.44,2024-01-02 23:00:00,0.0,2.49
2024-01-02,00:00,138.55,0.0,0.0,0.0,0.0,0.0,-1.25,0.73,2024-01-02 00:00:00,0.0,1.98
2024-01-03,01:00,134.88,0.0,0.0,0.0,0.0,0.0,-0.96,-0.81,2024-01-03 01:00:00,0.0,0.1499999999999999
2024-01-03,02:00,92.52,0.0,0.0,0.0,0.0,0.0,-1.25,-1.71,2024-01-03 02:00:00,0.0,-0.45999999999999996
2024-01-03,03:00,92.51,0.0,0.0,0.0,0.0,0.0,-1.96,-2.17,2024-01-03 03:00:00,0.0,-0.20999999999999996
2024-01-03,04:00,92.51,0.0,0.0,0.0,0.0,0.0,-2.47,-1.84,2024-01-03 04:00:00,0.0,0.6300000000000001
2024-01-03,05:00,92.52,0.0,0.0,0.0,0.0,0.0,-2.13,-0.01,2024-01-03 05:00:00,0.0,2.12
2024-01-03,06:00,142.91,0.0,0.0,0.0,0.0,0.0,-2.38,-0.62,2024-01-03 06:00:00,0.0,1.7599999999999998
2024-01-03,07:00,142.91,4094026.26,4490327.08,1672229.94,10256583.28,10256.58,-2.67,1.31,2024-01-03 07:00:00,0.0,3.98
2024-01-03,08:00,160.68,36481354.7,38324302.78,17396478.03,92202135.51,92202.14,-1.89,2.04,2024-01-03 08:00:00,0.0,3.9299999999999997
2024-01-03,09:00,160.68,44428509.18,46907794.76,21821021.15,113157325.09,113157.33,-1.81,1.7,2024-01-03 09:00:00,0.0,3.51
2024-01-03,10:00,160.68,38607089.19,35716940.25,16214753.39,90538782.83,90538.78,-1.02,2.34,2024-01-03 10:00:00,0.1666666666666666,3.36
2024-01-03,11:00,160.68,16903167.48,18085322.21,8497910.02,43486399.71,43486.4,-0.81,1.85,2024-01-03 11:00:00,0.0,2.66
2024-01-03,12:00,227.73,0.0,0.0,0.0,0.0,0.0,-1.03,-0.28,2024-01-03 12:00:00,0.0,0.75
2024-01-03,13:00,167.38,0.0,0.0,0.0,0.0,0.0,-1.01,-0.82,2024-01-03 13:00:00,0.1666666666666666,0.19000000000000006
2024-01-03,14:00,167.38,0.0,0.0,0.0,0.0,0.0,-1.13,-1.64,2024-01-03 14:00:00,0.25,-0.51
2024-01-03,15:00,167.38,0.0,0.0,0.0,0.0,0.0,-1.98,-2.18,2024-01-03 15:00:00,0.0833333333333333,-0.20000000000000018
2024-01-03,16:00,167.38,0.0,0.0,0.0,0.0,0.0,-2.38,-2.13,2024-01-03 16:00:00,0.0,0.25
2024-01-03,17:00,167.38,0.0,0.0,0.0,0.0,0.0,-1.97,-1.54,2024-01-03 17:00:00,0.0,0.42999999999999994
2024-01-03,18:00,167.38,0.0,0.0,0.0,0.0,0.0,-2.47,-0.08,2024-01-03 18:00:00,0.0,2.39
2024-01-03,19:00,160.45,0.0,0.0,0.0,0.0,0.0,-2.37,0.45,2024-01-03 19:00:00,0.0,2.8200000000000003
2024-01-03,20:00,156.24,48223067.91,41896707.5,21632904.49,111752679.9,111752.68,-2.39,1.76,2024-01-03 20:00:00,0.0,4.15
2024-01-03,21:00,154.06,57070444.95,47327869.32,22739663.78,127137978.05,127137.98,-2.12,1.56,2024-01-03 21:00:00,0.0,3.68
2024-01-03,22:00,141.63,48740430.1,44565113.74,23969452.6,117274996.44,117275.0,-1.58,1.42,2024-01-03 22:00:00,0.0,3.0
2024-01-03,23:00,141.63,28578592.96,33503448.18,13672851.1,75754892.24,75754.89,-1.16,0.27,2024-01-03 23:00:00,0.0,1.43
2024-01-03,00:00,134.0,5175809.41,5451971.18,2155300.97,12783081.56,12783.08,-0.89,-0.28,2024-01-03 00:00:00,0.0,0.61
2024-01-04,01:00,122.99,0.0,0.0,0.0,0.0,0.0,-1.21,-0.78,2024-01-04 01:00:00,0.0,0.42999999999999994
2024-01-04,02:00,88.88,0.0,0.0,0.0,0.0,0.0,-1.1,-0.81,2024-01-04 02:00:00,0.0,0.29000000000000004
2024-01-04,03:00,82.66,0.0,0.0,0.0,0.0,0.0,-1.84,-2.41,2024-01-04 03:00:00,0.0,-0.5700000000000001
2024-01-04,04:00,78.12,0.0,0.0,0.0,0.0,0.0,-2.03,-2.59,2024-01-04 04:00:00,0.0,-0.56
2024-01-04,05:00,81.71,0.0,0.0,0.0,0.0,0.0,-2.11,-2.26,2024-01-04 05:00:00,0.0,-0.1499999999999999
2024-01-04,06:00,106.74,0.0,0.0,0.0,0.0,0.0,-2.32,-1.15,2024-01-04 06:00:00,0.0,1.17
2024-01-04,07:00,123.12,0.0,0.0,0.0,0.0,0.0,-2.42,0.35,2024-01-04 07:00:00,0.0,2.77
2024-01-04,08:00,123.12,10937367.74,10962422.61,4848820.65,26748611.0,26748.61,-1.96,1.82,2024-01-04 08:00:00,0.0,3.7800000000000002
2024-01-04,09:00,160.68,40085271.7,41409924.94,19561073.83,101056270.47,101056.27,-1.71,2.05,2024-01-04 09:00:00,0.0,3.76
2024-01-04,10:00,160.68,41292136.33,39250311.14,17873343.87,98415791.34,98415.79,-1.53,1.94,2024-01-04 10:00:00,0.0,3.4699999999999998
2024-01-04,11:00,200.65,35154300.35,29722162.21,14167444.69,79043907.25,79043.91,-0.97,2.03,2024-01-04 11:00:00,0.0,3.0
2024-01-04,12:00,179.46,6070575.36,6422388.71,2498058.28,14991022.35,14991.02,-1.01,1.18,2024-01-04 12:00:00,0.0,2.19
2024-01-04,13:00,162.45,0.0,0.0,0.0,0.0,0.0,-1.11,0.84,2024-01-04 13:00:00,0.0,1.9500000000000002
2024-01-04,14:00,162.45,0.0,0.0,0.0,0.0,0.0,-1.2,-0.64,2024-01-04 14:00:00,0.0,0.5599999999999999
2024-01-04,15:00,162.45,0.0,0.0,0.0,0.0,0.0,-1.36,-0.96,2024-01-04 15:00:00,0.0,0.40000000000000013
2024-01-04,16:00,151.44,0.0,0.0,0.0,0.0,0.0,-1.58,-1.1,2024-01-04 16:00:00,0.0,0.48
2024-01-04,17:00,159.16,0.0,0.0,0.0,0.0,0.0,-1.58,-1.27,2024-01-04 17:00:00,0.0,0.31000000000000005
2024-01-04,18:00,159.17,0.0,0.0,0.0,0.0,0.0,-1.82,-0.17,2024-01-04 18:00:00,0.0,1.6500000000000001
2024-01-04,19:00,143.29,0.0,0.0,0.0,0.0,0.0,-1.6,0.55,2024-01-04 19:00:00,0.0,2.1500000000000004
2024-01-04,20:00,143.4,0.0,0.0,0.0,0.0,0.0,-1.83,1.62,2024-01-04 20:00:00,0.0,3.45
2024-01-04,21:00,142.33,26552363.46,35128108.87,17467821.06,79148293.39,79148.29,-1.74,2.04,2024-01-04 21:00:00,0.0,3.7800000000000002
2024-01-04,22:00,136.13,30929195.94,42219922.3,20335968.38,93485086.62,93485.09,-1.52,2.27,2024-01-04 22:00:00,0.0,3.79
2024-01-04,23:00,136.13,16124476.09,20669262.01,9650763.64,46444501.74,46444.5,-1.17,1.81,2024-01-04 23:00:00,0.0,2.98
2024-01-04,00:00,136.13,0.0,0.0,0.0,0.0,0.0,-1.28,2.03,2024-01-04 00:00:00,0.0,3.3099999999999996
2024-01-05,01:00,106.86,0.0,0.0,0.0,0.0,0.0,-0.72,0.9,2024-01-05 01:00:00,0.0,1.62
2024-01-05,02:00,106.86,0.0,0.0,0.0,0.0,0.0,-0.97,-0.48,2024-01-05 02:00:00,0.0,0.49
2024-01-05,03:00,84.54,0.0,0.0,0.0,0.0,0.0,-1.17,-0.86,2024-01-05 03:00:00,0.0,0.30999999999999994
2024-01-05,04:00,84.54,0.0,0.0,0.0,0.0,0.0,-1.19,-1.71,2024-01-05 04:00:00,0.0,-0.52
2024-01-05,05:00,84.54,0.0,0.0,0.0,0.0,0.0,-1.94,-0.91,2024-01-05 05:00:00,0.0,1.0299999999999998
2024-01-05,06:00,87.41,0.0,0.0,0.0,0.0,0.0,-1.77,-0.71,2024-01-05 06:00:00,0.0,1.06
2024-01-05,07:00,142.4,0.0,0.0,0.0,0.0,0.0,-1.41,0.31,2024-01-05 07:00:00,0.0,1.72
2024-01-05,08:00,142.4,0.0,0.0,0.0,0.0,0.0,-1.79,0.88,2024-01-05 08:00:00,0.0,2.67
2024-01-05,09:00,142.4,0.0,0.0,0.0,0.0,0.0,-1.33,1.61,2024-01-05 09:00:00,0.0,2.9400000000000004
2024-01-05,10:00,142.4,19140234.69,26782588.52,12276944.55,58199767.76,58199.77,-1.45,2.67,2024-01-05 10:00:00,0.0,4.12
2024-01-05,11:00,165.2,24104352.51,27561914.57,12327786.28,63994053.36,63994.05,-1.05,2.7,2024-01-05 11:00:00,0.0,3.75
2024-01-05,12:00,188.28,9068916.4,11308595.17,5349450.69,25726962.26,25726.96,-0.82,2.49,2024-01-05 12:00:00,0.0,3.31
2024-01-05,13:00,165.2,0.0,0.0,0.0,0.0,0.0,-1.05,0.9,2024-01-05 13:00:00,0.0,1.9500000000000002
2024-01-05,14:00,165.2,0.0,0.0,0.0,0.0,0.0,-1.15,0.69,2024-01-05 14:00:00,0.0,1.8399999999999999
2024-01-05,15:00,165.2,0.0,0.0,0.0,0.0,0.0,-1.08,0.04,2024-01-05 15:00:00,0.0,1.12
2024-01-05,16:00,165.2,0.0,0.0,0.0,0.0,0.0,-1.42,-1.18,2024-01-05 16:00:00,0.0,0.24
2024-01-05,17:00,165.2,0.0,0.0,0.0,0.0,0.0,-1.51,-1.51,2024-01-05 17:00:00,0.0,0.0
2024-01-05,18:00,161.26,0.0,0.0,0.0,0.0,0.0,-1.58,-1.1,2024-01-05 18:00:00,0.0,0.48
2024-01-05,19:00,153.73,0.0,0.0,0.0,0.0,0.0,-1.29,0.3,2024-01-05 19:00:00,0.0,1.59
2024-01-05,20:00,154.95,0.0,0.0,0.0,0.0,0.0,-1.47,0.2,2024-01-05 20:00:00,0.0,1.67
2024-01-05,21:00,154.95,0.0,0.0,0.0,0.0,0.0,-1.17,1.25,2024-01-05 21:00:00,0.0,2.42
2024-01-05,22:00,138.66,9693139.86,10529274.34,4886160.39,25108574.59,25108.57,-1.89,1.84,2024-01-05 22:00:00,0.0,3.73
2024-01-05,23:00,138.66,22945773.79,30061417.11,11908344.38,64915535.28,64915.54,-1.45,2.1,2024-01-05 23:00:00,0.0,3.55
2024-01-05,00:00,108.35,8279651.25,9763292.22,4695780.4,22738723.87,22738.72,-1.1,2.2,2024-01-05 00:00:00,0.0,3.3000000000000003
2024-01-06,01:00,108.35,0.0,0.0,0.0,0.0,0.0,-0.79,1.41,2024-01-06 01:00:00,0.0,2.2
2024-01-06,02:00,138.68,0.0,0.0,0.0,0.0,0.0,-1.08,0.46,2024-01-06 02:00:00,0.0,1.54
2024-01-06,03:00,90.24,0.0,0.0,0.0,0.0,0.0,-1.29,-0.44,2024-01-06 03:00:00,0.0,0.8500000000000001
2024-01-06,04:00,86.3,0.0,0.0,0.0,0.0,0.0,-1.37,-0.99,2024-01-06 04:00:00,0.0,0.3800000000000001
2024-01-06,05:00,87.13,0.0,0.0,0.0,0.0,0.0,-1.93,-2.15,2024-01-06 05:00:00,0.0,-0.21999999999999997
2024-01-06,06:00,90.32,0.0,0.0,0.0,0.0,0.0,-2.25,-1.79,2024-01-06 06:00:00,0.0,0.45999999999999996
2024-01-06,07:00,107.4,0.0,0.0,0.0,0.0,0.0,-1.73,-1.61,2024-01-06 07:00:00,0.0,0.11999999999999988
2024-01-06,08:00,107.4,0.0,0.0,0.0,0.0,0.0,-2.13,-1.26,2024-01-06 08:00:00,0.0,0.8699999999999999
2024-01-06,09:00,110.95,0.0,0.0,0.0,0.0,0.0,-2.03,0.08,2024-01-06 09:00:00,0.0,2.11
2024-01-06,10:00,137.16,0.0,0.0,0.0,0.0,0.0,-2.1,1.03,2024-01-06 10:00:00,0.0,3.13
2024-01-06,11:00,137.16,19132408.85,23558471.58,9439805.9,52130686.33,52130.69,-1.98,1.5,2024-01-06 11:00:00,0.0,3.48
2024-01-06,12:00,137.16,29051140.9,32751760.35,15080619.13,76883520.38,76883.52,-1.76,2.1,2024-01-06 12:00:00,0.0,3.8600000000000003
2024-01-06,13:00,137.16,22561725.61,27297443.52,12685433.47,62544602.6,62544.6,-1.34,1.2,2024-01-06 13:00:00,0.0,2.54
2024-01-06,14:00,137.16,10726520.4,12338002.61,5765562.3,28830085.31,28830.09,-1.02,1.06,2024-01-06 14:00:00,0.0,2.08
2024-01-06,15:00,137.16,0.0,0.0,0.0,0.0,0.0,-0.81,0.68,2024-01-06 15:00:00,0.0,1.4900000000000002
2024-01-06,16:00,137.63,0.0,0.0,0.0,0.0,0.0,-0.88,0.08,2024-01-06 16:00:00,0.0,0.96
2024-01-06,17:00,138.24,0.0,0.0,0.0,0.0,0.0,-1.23,0.21,2024-01-06 17:00:00,0.0,1.44
2024-01-06,18:00,137.06,0.0,0.0,0.0,0.0,0.0,-0.97,-0.62,2024-01-06 18:00:00,0.0,0.35
2024-01-06,19:00,136.11,0.0,0.0,0.0,0.0,0.0,-1.14,-0.45,2024-01-06 19:00:00,0.1666666666666666,0.69
2024-01-06,20:00,136.11,0.0,0.0,0.0,0.0,0.0,-1.31,0.12,2024-01-06 20:00:00,0.4166666666666667,1.4300000000000002
2024-01-06,21:00,135.88,0.0,0.0,0.0,0.0,0.0,-1.18,1.25,2024-01-06 21:00:00,0.0833333333333333,2.4299999999999997
2024-01-06,22:00,108.07,0.0,0.0,0.0,0.0,0.0,-1.12,1.34,2024-01-06 22:00:00,0.0833333333333333,2.46
2024-01-06,23:00,108.07,0.0,2868831.94,1141336.77,4010168.71,4010.17,-1.17,2.12,2024-01-06 23:00:00,0.0,3.29
2024-01-06,00:00,106.69,0.0,7182350.12,9022520.58,16204870.7,16204.87,-1.08,3.14,2024-01-06 00:00:00,0.0,4.220000000000001
2024-01-07,01:00,90.28,0.0,6647797.22,7144389.48,13792186.7,13792.19,-1.23,2.42,2024-01-07 01:00:00,0.0,3.65
2024-01-07,02:00,89.39,0.0,0.0,0.0,0.0,0.0,-0.7,2.13,2024-01-07 02:00:00,0.0,2.83
2024-01-07,03:00,78.43,0.0,0.0,0.0,0.0,0.0,-1.37,1.42,2024-01-07 03:00:00,0.0,2.79
2024-01-07,04:00,78.43,0.0,0.0,0.0,0.0,0.0,-0.94,0.83,2024-01-07 04:00:00,0.0,1.77
2024-01-07,05:00,78.43,0.0,0.0,0.0,0.0,0.0,-1.2,-1.0,2024-01-07 05:00:00,0.0,0.19999999999999996
2024-01-07,06:00,78.43,0.0,0.0,0.0,0.0,0.0,-1.61,-1.65,2024-01-07 06:00:00,0.0,-0.039999999999999813
2024-01-07,07:00,78.43,0.0,0.0,0.0,0.0,0.0,-2.26,-2.39,2024-01-07 07:00:00,0.0,-0.13000000000000034
2024-01-07,08:00,89.24,0.0,0.0,0.0,0.0,0.0,-2.06,-1.94,2024-01-07 08:00:00,0.0,0.1200000000000001
2024-01-07,09:00,87.57,0.0,0.0,0.0,0.0,0.0,-2.26,-1.08,2024-01-07 09:00:00,0.0,1.1799999999999997
2024-01-07,10:00,90.77,0.0,0.0,0.0,0.0,0.0,-2.46,-1.02,2024-01-07 10:00:00,0.0,1.44
2024-01-07,11:00,86.5,0.0,0.0,0.0,0.0,0.0,-2.45,0.2,2024-01-07 11:00:00,0.0,2.6500000000000004
2024-01-07,12:00,90.76,15443893.38,19592416.59,11241082.93,46277392.9,46277.39,-2.13,1.62,2024-01-07 12:00:00,0.0,3.75
2024-01-07,13:00,90.76,29081803.6,45783161.44,20202681.85,95067646.89,95067.65,-2.11,1.59,2024-01-07 13:00:00,0.0,3.7
2024-01-07,14:00,86.3,28861593.3,38657859.26,18295004.26,85814456.82,85814.46,-1.2,1.08,2024-01-07 14:00:00,0.0,2.2800000000000002
2024-01-07,15:00,90.76,20487270.65,29110185.44,12815058.98,62412515.07,62412.52,-1.02,1.34,2024-01-07 15:00:00,0.0,2.3600000000000003
2024-01-07,16:00,90.76,6420722.0,6889815.25,3308683.43,16619220.68,16619.22,-0.7,0.6,2024-01-07 16:00:00,0.0,1.2999999999999998
2024-01-07,17:00,116.31,0.0,0.0,0.0,0.0,0.0,-0.74,0.45,2024-01-07 17:00:00,0.0,1.19
2024-01-07,18:00,116.31,0.0,0.0,0.0,0.0,0.0,-1.09,-0.68,2024-01-07 18:00:00,0.0,0.41000000000000003
2024-01-07,19:00,116.31,0.0,0.0,0.0,0.0,0.0,-1.44,-0.65,2024-01-07 19:00:00,0.0,0.7899999999999999
2024-01-07,20:00,118.83,0.0,0.0,0.0,0.0,0.0,-2.02,-0.6,2024-01-07 20:00:00,0.0,1.42
2024-01-07,21:00,118.82,0.0,0.0,0.0,0.0,0.0,-1.69,-0.8,2024-01-07 21:00:00,0.0,0.8899999999999999
2024-01-07,22:00,117.12,0.0,0.0,0.0,0.0,0.0,-1.31,-0.11,2024-01-07 22:00:00,0.0,1.2
2024-01-07,23:00,92.21,0.0,0.0,0.0,0.0,0.0,-1.75,0.29,2024-01-07 23:00:00,0.0,2.04
2024-01-07,00:00,92.21,0.0,0.0,0.0,0.0,0.0,-1.63,0.85,2024-01-07 00:00:00,0.0,2.48
2024-01-08,01:00,92.21,0.0,16769248.8,8850205.97,25619454.77,25619.45,-1.6,2.31,2024-01-08 01:00:00,0.0,3.91
2024-01-08,02:00,82.72,0.0,23787660.94,11387781.99,35175442.93,35175.44,-1.23,1.75,2024-01-08 02:00:00,0.0,2.98
2024-01-08,03:00,80.48,0.0,18648786.03,7701655.43,26350441.46,26350.44,-0.86,1.6,2024-01-08 03:00:00,0.0,2.46
2024-01-08,04:00,80.48,0.0,2309335.51,820456.6,3129792.11,3129.79,-1.28,0.7,2024-01-08 04:00:00,0.0,1.98
2024-01-08,05:00,80.48,0.0,0.0,0.0,0.0,0.0,-1.26,0.01,2024-01-08 05:00:00,0.0,1.27
2024-01-08,06:00,80.48,0.0,0.0,0.0,0.0,0.0,-1.05,-1.31,2024-01-08 06:00:00,0.0,-0.26
2024-01-08,07:00,140.56,0.0,0.0,0.0,0.0,0.0,-1.71,-2.38,2024-01-08 07:00:00,0.0,-0.6699999999999999
2024-01-08,08:00,140.56,0.0,0.0,0.0,0.0,0.0,-2.36,-1.94,2024-01-08 08:00:00,0.0,0.41999999999999993
2024-01-08,09:00,158.34,0.0,0.0,0.0,0.0,0.0,-2.15,-2.24,2024-01-08 09:00:00,0.0,-0.0900000000000003
2024-01-08,10:00,158.34,0.0,0.0,0.0,0.0,0.0,-2.68,-1.68,2024-01-08 10:00:00,0.0,1.0000000000000002
2024-01-08,11:00,158.34,0.0,0.0,0.0,0.0,0.0,-2.29,-0.88,2024-01-08 11:00:00,0.0,1.4100000000000001
2024-01-08,12:00,179.16,0.0,0.0,0.0,0.0,0.0,-2.47,0.96,2024-01-08 12:00:00,0.0,3.43
2024-01-08,13:00,179.16,35797018.42,38978358.17,18345963.77,93121340.36,93121.34,-2.12,1.2,2024-01-08 13:00:00,0.0,3.3200000000000003
2024-01-08,14:00,179.16,46720690.34,50529574.42,27554258.57,124804523.33,124804.52,-2.3,2.15,2024-01-08 14:00:00,0.0,4.449999999999999
2024-01-08,15:00,179.16,45425623.49,49839941.39,24959476.51,120225041.39,120225.04,-1.59,1.69,2024-01-08 15:00:00,0.0,3.2800000000000002
2024-01-08,16:00,179.16,32799913.67,38852031.82,21380372.85,93032318.34,93032.32,-1.12,1.73,2024-01-08 16:00:00,0.0,2.85
2024-01-08,17:00,179.82,11382218.87,12592488.39,6671185.81,30645893.07,30645.89,-1.07,0.76,2024-01-08 17:00:00,0.0,1.83
2024-01-08,18:00,170.36,0.0,0.0,0.0,0.0,0.0,-0.81,-0.02,2024-01-08 18:00:00,0.0,0.79
2024-01-08,19:00,170.36,0.0,0.0,0.0,0.0,0.0,-0.83,-0.0,2024-01-08 19:00:00,0.0,0.83
2024-01-08,20:00,170.36,0.0,0.0,0.0,0.0,0.0,-1.36,-1.17,2024-01-08 20:00:00,0.0,0.19000000000000017
2024-01-08,21:00,167.19,0.0,0.0,0.0,0.0,0.0,-1.43,-1.07,2024-01-08 21:00:00,0.0,0.3599999999999999
2024-01-08,22:00,159.71,0.0,0.0,0.0,0.0,0.0,-1.87,-0.75,2024-01-08 22:00:00,0.0,1.12
2024-01-08,23:00,159.08,0.0,0.0,0.0,0.0,0.0,-1.69,-0.69,2024-01-08 23:00:00,0.0,1.0
2024-01-08,00:00,154.25,0.0,0.0,0.0,0.0,0.0,-1.58,0.16,2024-01-08 00:00:00,0.0,1.74
2024-01-09,01:00,142.0,0.0,0.0,0.0,0.0,0.0,-1.83,1.56,2024-01-09 01:00:00,0.0,3.39
2024-01-09,02:00,140.56,22824361.13,28060945.25,14381950.53,65267256.91,65267.26,-1.39,1.97,2024-01-09 02:00:00,0.0,3.36
2024-01-09,03:00,106.74,27046295.16,32651241.93,16718974.27,76416511.36,76416.51,-1.31,2.57,2024-01-09 03:00:00,0.0,3.88
2024-01-09,04:00,106.74,9561761.4,10320555.61,4493113.33,24375430.34,24375.43,-1.12,2.49,2024-01-09 04:00:00,0.0,3.6100000000000003
